Date,High,Low,Open,Close,Volume,Adj Close
2013-01-02,13.687143325805664,12.955714225769043,13.601428985595703,13.144286155700684,19431300.0,13.144286155700684
2013-01-03,13.988571166992188,13.075714111328125,13.138571739196777,13.798571586608887,27912500.0,13.798571586608887
2013-01-04,13.958571434020996,13.648571014404297,13.791428565979004,13.71142864227295,17761100.0,13.71142864227295
2013-01-07,14.535714149475098,13.731428146362305,13.770000457763672,14.171428680419922,45550400.0,14.171428680419922
2013-01-08,14.427143096923828,13.828571319580078,14.287142753601074,13.880000114440918,24714900.0,13.880000114440918
2013-01-09,13.992856979370117,13.507143020629883,13.874285697937012,13.701428413391113,20223000.0,13.701428413391113
2013-01-10,14.274285316467285,13.671428680419922,13.795714378356934,14.0,26117700.0,14.0
2013-01-11,14.5600004196167,14.0,14.025713920593262,14.470000267028809,29851500.0,14.470000267028809
2013-01-14,14.928571701049805,14.365714073181152,14.427143096923828,14.778571128845215,23473100.0,14.778571128845215
2013-01-15,14.908571243286133,14.435714721679688,14.717143058776855,14.527142524719238,17068100.0,14.527142524719238
2013-01-16,14.614285469055176,13.822856903076172,14.545714378356934,13.925714492797852,28014700.0,13.925714492797852
2013-01-17,14.085714340209961,13.678571701049805,14.012857437133789,13.95714282989502,16221100.0,13.95714282989502
2013-01-18,14.562856674194336,14.097143173217773,14.34000015258789,14.167142868041992,35999600.0,14.167142868041992
2013-01-22,14.235713958740234,13.798571586608887,14.235713958740234,13.972857475280762,22773100.0,13.972857475280762
2013-01-23,14.832857131958008,13.859999656677246,13.875714302062988,14.751428604125977,74235000.0,14.751428604125977
2013-01-24,21.309999465942383,19.945714950561523,20.56999969482422,20.979999542236328,118805400.0,20.979999542236328
2013-01-25,24.66857147216797,20.801427841186523,20.809999465942383,24.222856521606445,191445800.0,24.222856521606445
2013-01-28,25.321428298950195,22.969999313354492,24.644285202026367,23.158571243286133,109104800.0,23.158571243286133
2013-01-29,24.268571853637695,22.375713348388672,22.59000015258789,24.15999984741211,59542000.0,24.15999984741211
2013-01-30,25.071428298950195,23.23714256286621,24.784286499023438,23.957143783569336,48062700.0,23.957143783569336
2013-01-31,24.14285659790039,22.902856826782227,23.871429443359375,23.605714797973633,35601300.0,23.605714797973633
2013-02-01,24.714284896850586,23.411428451538086,24.285715103149414,23.542856216430664,50358000.0,23.542856216430664
2013-02-04,25.018571853637695,23.25428581237793,23.25428581237793,24.96285629272461,50969100.0,24.96285629272461
2013-02-05,25.412857055664062,24.428571701049805,24.625713348388672,24.912857055664062,57056300.0,24.912857055664062
2013-02-06,26.47857093811035,24.935714721679688,25.0,26.34428596496582,67190900.0,26.34428596496582
2013-02-07,26.98285675048828,25.505714416503906,26.535715103149414,25.994285583496094,53086600.0,25.994285583496094
2013-02-08,26.280000686645508,25.715713500976562,25.96285629272461,25.85285758972168,25657800.0,25.85285758972168
2013-02-11,26.007143020629883,24.97142791748047,25.568571090698242,25.412857055664062,29325100.0,25.412857055664062
2013-02-12,26.222856521606445,25.101428985595703,25.808570861816406,25.421428680419922,34399400.0,25.421428680419922
2013-02-13,26.628570556640625,25.665714263916016,25.842857360839844,26.610000610351562,40929000.0,26.610000610351562
