GVKEY,datadate,fyearq,fqtr,indfmt,consol,popsrc,datafmt,tic,cusip,conm,curcdq,datacqtr,datafqtr,cogsq,cshfdq,cshopq,cshoq,cshprq,epspiq,epspxq,invtq,lctq,lltq,piq,rectq,saleq,txtq,uopiq,xsgaq,capxy,cshfdy,cshpry,dvy,prcpy,txpdy,wcapchy,cik,costat,cshtrq,dvpspq,dvpsxq,prccq,prchq,prclq
001300,1980/03/31,1980,1,INDL,C,D,STD,HON,438516106,HONEYWELL INTERNATIONAL INC,USD,1980Q1,1980Q1,962.9730,,,33.1740,30.4230,2.0600,2.0600,631.5710,1017.2970,1671.6770,228.1870,754.0240,1384.2310,159.9050,,102.5610,,,30.4230,,,,,0000773840,A,7969997.0000,0.5000,0.5000,44.5000,61.3750,39.0000
001300,1980/06/30,1980,2,INDL,C,D,STD,HON,438516106,HONEYWELL INTERNATIONAL INC,USD,1980Q2,1980Q2,943.6510,,,33.3160,33.2390,2.0200,2.0200,617.1980,1198.3560,1604.3210,245.5200,754.8370,1364.0800,172.5570,,101.1760,,,31.8310,,,,,0000773840,A,3389699.0000,0.5500,0.5500,47.8750,52.7500,41.5000
001300,1980/09/30,1980,3,INDL,C,D,STD,HON,438516106,HONEYWELL INTERNATIONAL INC,USD,1980Q3,1980Q3,922.3860,,,33.4080,33.3490,1.8000,1.8000,614.5200,1171.9470,1602.0170,218.3450,740.7470,1322.3410,152.1170,,109.0570,,,32.3360,,,,,0000773840,A,4909799.0000,0.5500,0.5500,51.8750,56.5000,47.0000
001300,1980/12/31,1980,4,INDL,C,D,STD,HON,438516106,HONEYWELL INTERNATIONAL INC,USD,1980Q4,1980Q4,995.0090,,,33.4890,33.4330,2.2700,2.2700,601.0000,1182.0000,1692.0000,233.8750,785.0000,1447.8780,152.4740,,120.9650,,,32.6110,,,,,0000773840,A,6086099.0000,0.5500,0.5500,53.5000,61.7500,51.3750
001300,1981/03/31,1981,1,INDL,C,D,STD,HON,438516106,HONEYWELL INTERNATIONAL INC,USD,1981Q1,1981Q1,1117.0000,,,33.5540,33.5070,2.3300,2.3300,591.0000,1097.0000,1731.0000,244.0000,799.0000,1582.0000,160.0000,,120.0000,,,33.5070,,,,,0000773840,A,4974497.0000,0.5500,0.5500,52.3750,57.0000,46.8750
001300,1981/06/30,1981,2,INDL,C,D,STD,HON,438516106,HONEYWELL INTERNATIONAL INC,USD,1981Q2,1981Q2,1103.0000,,,33.7040,33.5990,2.4000,2.4000,604.0000,1184.0000,1775.0000,266.0000,789.0000,1585.0000,179.0000,,120.0000,,,33.5530,,,,,0000773840,A,5422498.0000,0.6000,0.6000,53.8750,58.6250,49.1250
001300,1981/09/30,1981,3,INDL,C,D,STD,HON,438516106,HONEYWELL INTERNATIONAL INC,USD,1981Q3,1981Q3,1080.0000,,,33.9120,33.9100,3.1500,3.1500,778.0000,1193.0000,1994.0000,324.0000,872.0000,1544.0000,206.0000,,131.0000,,,33.8290,,,,,0000773840,A,4162799.0000,0.6000,0.6000,41.6250,59.8750,39.0000
001300,1981/12/31,1981,4,INDL,C,D,STD,HON,438516106,HONEYWELL INTERNATIONAL INC,USD,1981Q4,1981Q4,1155.0000,,,33.7440,33.8770,1.2900,1.2900,841.0000,1373.0000,2071.0000,199.0000,933.0000,1696.0000,140.0000,,163.0000,,,33.8410,,,,,0000773840,A,3997998.0000,0.6000,0.6000,43.8750,48.3750,40.5000
001300,1982/03/31,1982,1,INDL,C,D,STD,HON,438516106,HONEYWELL INTERNATIONAL INC,USD,1982Q1,1982Q1,1157.0000,,,32.3940,33.0790,1.3800,1.3800,768.0000,1152.0000,2326.0000,195.0000,901.0000,1614.0000,132.0000,,166.0000,,,33.0790,,,,,0000773840,A,4377198.0000,0.6000,0.6000,32.5000,45.3750,32.3750
001300,1982/06/30,1982,2,INDL,C,D,STD,HON,438516106,HONEYWELL INTERNATIONAL INC,USD,1982Q2,1982Q2,1113.0000,,,32.6280,32.4920,2.0100,2.0100,716.0000,1218.0000,2089.0000,223.0000,904.0000,1595.0000,141.0000,,160.0000,,,32.7860,,,,,0000773840,A,3737200.0000,0.6000,0.6000,30.2500,37.5000,30.1250
001300,1982/09/30,1982,3,INDL,C,D,STD,HON,438516106,HONEYWELL INTERNATIONAL INC,USD,1982Q3,1982Q3,1070.0000,,,32.8990,32.4650,1.9500,1.9500,675.0000,1265.0000,2005.0000,207.0000,932.0000,1514.0000,126.0000,,153.0000,,,32.6790,,,,,0000773840,A,9148195.0000,0.6000,0.6000,31.1250,36.7500,28.7500
001300,1982/12/31,1982,4,INDL,C,D,STD,HON,438516106,HONEYWELL INTERNATIONAL INC,USD,1982Q4,1982Q4,1021.0000,,,35.2500,33.2040,0.8800,0.8800,647.0000,1208.0000,1857.0000,154.0000,728.0000,1444.0000,108.0000,,160.0000,,,32.8100,,,,,0000773840,A,11984494.0000,0.6000,0.6000,32.3750,38.3750,30.5000
001300,1983/03/31,1983,1,INDL,C,D,STD,HON,438516106,HONEYWELL INTERNATIONAL INC,USD,1983Q1,1983Q1,1925.0000,,,49.5210,46.3290,2.0700,1.5900,1365.0000,2356.0000,2929.0000,261.0000,1219.0000,2494.0010,165.0000,,282.0000,,,46.3290,,,,,0000773840,A,15171094.0000,0.6000,0.6000,44.5000,45.2500,32.1250
001300,1983/06/30,1983,2,INDL,C,D,STD,HON,438516106,HONEYWELL INTERNATIONAL INC,USD,1983Q2,1983Q2,1923.0000,,,53.0140,53.0270,1.5500,1.7900,1365.0000,2111.0000,3140.0000,263.0000,1252.0000,2529.0010,145.0000,,299.0000,,,49.6320,,,,,0000773840,A,9881897.0000,0.6000,0.6000,50.1250,53.0000,43.8750
001300,1983/09/30,1983,3,INDL,C,D,STD,HON,438516106,HONEYWELL INTERNATIONAL INC,USD,1983Q3,1983Q3,1934.0000,,,53.4930,54.4000,1.5300,1.7300,1389.0000,2295.0000,2907.0000,261.0000,1311.0000,2511.0010,143.0000,,294.0000,,,51.2220,,,,,0000773840,A,9316896.0000,0.6000,0.6000,56.6250,58.1250,48.2500
001300,1983/12/31,1983,4,INDL,C,D,STD,HON,438516106,HONEYWELL INTERNATIONAL INC,USD,1983Q4,1983Q4,1948.0000,,,53.4590,54.4420,-4.6600,1.7800,1212.0000,2283.0000,2617.0000,257.0000,1220.0000,2488.0010,139.0000,,312.0000,,,52.0270,,,,,0000773840,A,7802196.0000,0.6000,0.6000,55.7500,57.5000,51.6250
001300,1984/03/31,1984,1,INDL,C,D,STD,HON,438516106,HONEYWELL INTERNATIONAL INC,USD,1984Q1,1984Q1,2094.0000,,,53.0540,54.2570,2.0400,2.0400,1264.0000,2555.0010,2483.9990,328.0000,1315.0000,2771.0000,195.0000,,308.0000,106.0000,,54.2570,54.0000,,,,0000773840,A,8492098.0000,0.6000,0.6000,51.5000,56.2500,47.5000
001300,1984/06/30,1984,2,INDL,C,D,STD,HON,438516106,HONEYWELL INTERNATIONAL INC,USD,1984Q2,1984Q2,2097.0000,,,80.2750,81.1920,1.3700,1.3700,1313.0000,2578.0010,2679.9990,312.0000,1384.0000,2761.0000,182.0000,,302.0000,351.0000,,81.1810,110.0000,,,,0000773840,A,8609850.0000,0.4500,0.4500,31.6250,38.1667,31.1250
001300,1984/09/30,1984,3,INDL,C,D,STD,HON,438516106,HONEYWELL INTERNATIONAL INC,USD,1984Q3,1984Q3,1999.0000,,,80.9030,80.7530,1.3000,1.3000,1339.0000,2385.0000,2824.0000,245.0000,1331.0000,2594.0000,119.0000,,294.0000,538.0000,,80.3780,167.0000,,,,0000773840,A,10498197.0000,0.4500,0.4500,35.2500,36.5000,28.2500
001300,1984/12/31,1984,4,INDL,C,D,STD,HON,438516106,HONEYWELL INTERNATIONAL INC,USD,1984Q4,1984Q4,1977.0000,,,83.0290,81.5660,0.9700,0.9600,1361.0000,2431.0000,2715.0000,266.0000,1185.0000,2608.0000,168.0000,,321.0000,878.0000,,80.6750,223.0000,,,,0000773840,A,13440695.0000,0.4500,0.4500,34.5000,37.3750,32.5000
001300,1985/03/31,1985,1,INDL,C,D,STD,HON,438516106,HONEYWELL INTERNATIONAL INC,USD,1985Q1,1985Q1,1840.0000,,,83.3350,83.6790,1.3700,1.3700,1340.0000,2435.0000,2881.0000,322.0000,1336.0000,2459.0000,188.0000,,256.0000,135.0000,,83.6790,57.0000,,,,0000773840,A,13603597.0000,0.4500,0.4500,37.7500,40.3750,33.7500
001300,1985/06/30,1985,2,INDL,C,D,STD,HON,438516106,HONEYWELL INTERNATIONAL INC,USD,1985Q2,1985Q2,1819.0000,,,81.3180,82.5690,1.6100,1.6100,1107.0000,2489.0000,2204.0000,212.0000,2506.0000,2410.0000,60.0000,,264.0000,288.0000,,83.0780,114.0000,,,,0000773840,A,27495894.0000,0.4500,0.4500,42.6250,46.7500,35.7500
001300,1985/09/30,1985,3,INDL,C,D,STD,HON,438516106,HONEYWELL INTERNATIONAL INC,USD,1985Q3,1985Q3,1275.0000,,,174.0960,92.2790,0.8300,0.8300,2300.0000,3092.0000,3106.0000,143.0000,1783.0000,1631.0000,48.0000,,221.0000,398.0000,,85.9570,177.0000,,,,0000773840,A,15880796.0000,0.4500,0.4500,42.2500,45.6250,41.2500
001300,1985/12/31,1985,4,INDL,C,D,STD,HON,438516106,HONEYWELL INTERNATIONAL INC,USD,1985Q4,1985Q4,2146.0000,,,175.1940,174.5500,-3.8900,-3.8900,2125.0000,3018.0000,4123.0000,-454.0000,1407.0000,2615.0000,206.0000,,399.0000,616.0000,,108.0890,273.0000,,,,0000773840,A,34871086.0000,0.4500,0.4500,46.7500,48.1250,42.0000
001300,1986/03/31,1986,1,INDL,C,D,STD,HON,438516106,HONEYWELL INTERNATIONAL INC,USD,1986Q1,1986Q1,1859.0000,,,176.3190,175.7210,0.9800,0.9100,2244.0000,2998.0000,3891.0000,258.0000,1836.0000,2444.0000,86.0000,,307.0000,118.0000,,175.7210,92.0000,,,,0000773840,A,32526394.0000,0.4500,0.4500,51.5000,54.5000,44.8750
001300,1986/06/30,1986,2,INDL,C,D,STD,HON,438516106,HONEYWELL INTERNATIONAL INC,USD,1986Q2,1986Q2,1888.0000,,,175.0320,176.5210,0.9900,0.9100,2323.0000,3098.0000,4015.0000,300.0000,1698.0000,2479.0000,129.0000,,313.0000,274.0000,,176.1210,182.0000,,,,0000773840,A,37084695.0000,0.4500,0.4500,44.8750,53.5000,42.5000
001300,1986/09/30,1986,3,INDL,C,D,STD,HON,438516106,HONEYWELL INTERNATIONAL INC,USD,1986Q3,1986Q3,1868.0000,,,174.6490,175.4460,0.9100,0.8200,2377.0000,3567.0000,3900.0000,167.0000,1706.0000,2436.0000,18.0000,,331.0000,434.0000,,175.9200,265.0000,,,,0000773840,A,32798496.0000,0.4500,0.4500,40.6250,44.7500,36.7500
001300,1986/12/31,1986,4,INDL,C,D,STD,HON,438516106,HONEYWELL INTERNATIONAL INC,USD,1986Q4,1986Q4,2062.0000,,,174.3520,174.2490,0.3800,0.2500,2451.0000,3655.0000,3927.0000,48.0000,1501.0000,2529.0000,1.0000,,345.0000,708.0000,,175.6740,347.0000,,,,0000773840,A,23571695.0000,0.4500,0.4500,40.1250,43.5000,39.5000
001300,1987/03/31,1987,1,INDL,C,D,STD,HON,438516106,HONEYWELL INTERNATIONAL INC,USD,1987Q1,1987Q1,2077.0000,,,174.4240,174.0920,1.1300,0.8700,2062.0000,3438.0000,3492.0000,260.0000,1256.0000,2637.0000,107.0000,,341.0000,104.0000,,174.0920,79.0000,,,,0000773840,A,28582199.0000,0.4500,0.4500,45.8750,49.2500,40.0000
001300,1987/06/30,1987,2,INDL,C,D,STD,HON,438516106,HONEYWELL INTERNATIONAL INC,USD,1987Q2,1987Q2,2272.0000,,,171.6640,173.4280,0.8500,0.6400,2048.0000,3175.0000,3783.0000,153.0000,1318.0000,2846.0000,42.0000,,369.0000,239.0000,,173.7600,157.0000,,,,0000773840,A,28466695.0000,0.4500,0.4500,43.6250,48.6250,38.6250
001300,1987/09/30,1987,3,INDL,C,D,STD,HON,438516106,HONEYWELL INTERNATIONAL INC,USD,1987Q3,1987Q3,2138.0000,,,166.1310,169.8550,1.0200,1.0200,2026.0000,2951.0000,3949.0000,244.0000,1365.0000,2679.0000,70.0000,,363.0000,378.0000,,172.4550,233.0000,,,,0000773840,A,27059798.0000,0.4500,0.4500,45.6250,48.7500,41.6250
001300,1987/12/31,1987,4,INDL,C,D,STD,HON,438516106,HONEYWELL INTERNATIONAL INC,USD,1987Q4,1987Q4,2422.0000,,,149.9490,154.4210,0.8800,0.5000,2060.0000,3462.0000,3635.0000,100.0000,1493.0000,2954.0000,23.0000,,384.0000,609.0000,,167.7430,301.0000,,,,0000773840,A,44025597.0000,0.4500,0.4500,28.2500,46.0000,26.0000
001300,1988/03/31,1988,1,INDL,C,D,STD,HON,438516106,HONEYWELL INTERNATIONAL INC,USD,1988Q1,1988Q1,2248.0000,,,149.7020,150.0330,0.7500,0.7500,2156.0000,3303.0000,3633.0000,155.0000,1524.0000,2942.0000,43.0000,,368.0000,114.0000,,150.0330,68.0000,,,,0000773840,A,22093495.0000,0.4500,0.4500,32.2500,34.3750,28.0000
001300,1988/06/30,1988,2,INDL,C,D,STD,HON,438516106,HONEYWELL INTERNATIONAL INC,USD,1988Q2,1988Q2,2381.0000,,,149.3350,149.7010,0.8500,0.8500,2214.0000,3442.0000,3610.0000,168.0000,1538.0000,3096.0000,40.0000,,366.0000,240.0000,,149.8670,135.0000,,,,0000773840,A,16471395.0000,0.4500,0.4500,34.5000,35.3750,30.7500
001300,1988/09/30,1988,3,INDL,C,D,STD,HON,438516106,HONEYWELL INTERNATIONAL INC,USD,1988Q3,1988Q3,2215.0000,,,148.7460,149.2940,0.8000,0.8000,2114.0000,3044.0000,3706.0000,171.0000,1401.0000,2864.0000,52.0000,,342.0000,405.0000,,149.6760,202.0000,,,,0000773840,A,14379498.0000,0.4500,0.4500,33.7500,36.8750,32.5000
001300,1988/12/31,1988,4,INDL,C,D,STD,HON,438516106,HONEYWELL INTERNATIONAL INC,USD,1988Q4,1988Q4,2346.0000,,,147.9610,148.2490,0.7000,0.7000,2061.0000,3202.0000,3535.0000,145.0000,1492.0000,3007.0000,41.0000,,349.0000,602.0000,,149.3190,269.0000,,134.0000,,0000773840,A,14155996.0000,0.4500,0.4500,32.5000,35.0000,31.6250
001300,1989/03/31,1989,1,INDL,C,D,STD,HON,438516106,HONEYWELL INTERNATIONAL INC,USD,1989Q1,1989Q1,2264.0000,,,148.5610,148.3460,0.8500,0.8500,2104.0000,3128.0000,3531.0000,193.0000,1533.0000,2942.0000,67.0000,,333.0000,103.0000,,148.3460,67.0000,,,,0000773840,A,16629297.0000,0.4500,0.4500,32.6250,35.5000,32.1250
001300,1989/06/30,1989,2,INDL,C,D,STD,HON,438516106,HONEYWELL INTERNATIONAL INC,USD,1989Q2,1989Q2,2414.0000,,,149.3170,149.0200,1.1100,1.1100,2077.0000,2977.0000,3578.0000,238.0000,1534.0000,3115.0000,72.0000,,340.0000,227.0000,,148.6830,134.0000,,,,0000773840,A,15136992.0000,0.4500,0.4500,33.0000,35.5000,31.7500
001300,1989/09/30,1989,3,INDL,C,D,STD,HON,438516106,HONEYWELL INTERNATIONAL INC,USD,1989Q3,1989Q3,2167.0000,,,150.0070,149.7660,0.8100,0.8100,2086.0000,2807.0000,3683.0000,177.0000,1401.0000,2827.0000,56.0000,,324.0000,356.0000,,149.0440,201.0000,,,,0000773840,A,21376094.0000,0.4500,0.4500,37.3750,40.3750,33.0000
001300,1989/12/31,1989,4,INDL,C,D,STD,HON,438516106,HONEYWELL INTERNATIONAL INC,USD,1989Q4,1989Q4,2394.0000,,,145.0030,147.8730,0.7800,0.7800,2063.0000,3227.0000,3493.0000,161.0000,1443.0000,3058.0000,46.0000,,336.0000,541.0000,,148.7510,268.0000,,198.0000,,0000773840,A,18467793.0000,0.4500,0.4500,34.8750,38.6250,31.8750
001300,1990/03/31,1990,1,INDL,C,D,STD,HON,438516106,HONEYWELL INTERNATIONAL INC,USD,1990Q1,1990Q1,2370.0000,,,140.0770,142.7970,0.9000,0.9000,2180.0000,3362.0000,3508.0000,191.0000,1558.0000,3055.0000,62.0000,,344.0000,118.0000,,142.7970,64.0000,,,,0000773840,A,17897094.0000,0.4500,0.4500,37.0000,37.5000,32.5000
001300,1990/06/30,1990,2,INDL,C,D,STD,HON,438516106,HONEYWELL INTERNATIONAL INC,USD,1990Q2,1990Q2,2509.0000,,,138.3160,138.9570,0.8800,0.8800,2201.0000,3722.0000,3364.0000,174.0000,1613.0000,3184.0000,53.0000,,346.0000,250.0000,,140.8770,126.0000,,,,0000773840,A,17897996.0000,0.4500,0.4500,36.7500,37.8750,34.2500
001300,1990/09/30,1990,3,INDL,C,D,STD,HON,438516106,HONEYWELL INTERNATIONAL INC,USD,1990Q3,1990Q3,2348.0000,,,134.7950,136.9110,0.7600,0.7600,2194.0000,3642.0000,3482.0000,128.0000,1600.0000,2961.0000,23.0000,,333.0000,398.0000,,139.5550,188.0000,,,,0000773840,A,13997497.0000,0.4500,0.4500,27.8750,36.7500,27.2500
001300,1990/12/31,1990,4,INDL,C,D,STD,HON,438516106,HONEYWELL INTERNATIONAL INC,USD,1990Q4,1990Q4,2537.0000,,,134.6880,134.3050,0.8000,0.8000,2168.0000,3424.0000,3652.0000,109.0000,1452.0000,3143.0000,2.0000,,364.0000,675.0000,,138.2420,248.0000,,184.0000,,0000773840,A,14176296.0000,0.4500,0.4500,27.0000,30.7500,24.8750
001300,1991/03/31,1991,1,INDL,C,D,STD,HON,438516106,HONEYWELL INTERNATIONAL INC,USD,1991Q1,1991Q1,2347.0000,,,135.7220,135.2530,0.4700,0.4700,2187.0000,3489.0000,3601.0000,81.0000,1542.0000,2903.0000,18.0000,,339.0000,138.0000,,135.2530,61.0000,,,,0000773840,A,15557996.0000,0.4500,0.4500,29.0000,31.8750,25.8750
001300,1991/06/30,1991,2,INDL,C,D,STD,HON,438516106,HONEYWELL INTERNATIONAL INC,USD,1991Q2,1991Q2,2426.0000,,,136.5580,136.1910,0.6500,0.6500,2093.0000,3408.0000,3641.0000,148.0000,1558.0000,3047.0000,59.0000,,345.0000,279.0000,,135.7220,122.0000,,,,0000773840,A,20379796.0000,0.4500,0.4500,33.0000,34.1250,27.2500
001300,1991/09/30,1991,3,INDL,C,D,STD,HON,438516106,HONEYWELL INTERNATIONAL INC,USD,1991Q3,1991Q3,2275.0000,,,137.4300,137.0330,-3.9400,-3.9400,2015.0000,3596.0000,3891.0000,-759.0000,1456.0000,2877.0000,-219.0000,,334.0000,426.0000,,136.1590,184.0000,,,,0000773840,A,26668796.0000,0.4500,0.4500,36.2500,39.5000,32.7500
001300,1991/12/31,1991,4,INDL,C,D,STD,HON,438516106,HONEYWELL INTERNATIONAL INC,USD,1991Q4,1991Q4,2360.0000,,,138.1500,137.8590,0.8300,0.8300,1996.0000,3603.0000,3796.0000,140.0000,1445.0000,3004.0000,25.0000,,345.0000,668.0000,,136.5840,218.0000,,118.0000,,0000773840,A,26642996.0000,0.2500,0.2500,43.8750,45.0000,34.0000
001300,1992/03/31,1992,1,INDL,C,D,STD,HON,438516106,HONEYWELL INTERNATIONAL INC,USD,1992Q1,1992Q1,2338.0000,,,140.2070,139.4680,-8.0700,0.8700,1975.0000,3760.0000,3539.0000,161.0000,1559.0000,2979.0000,39.0000,,328.0000,111.0000,,139.4680,35.0000,,,,0000773840,A,27008496.0000,0.2500,0.2500,50.5000,54.7500,40.8750
001300,1992/06/30,1992,2,INDL,C,D,STD,HON,438516106,HONEYWELL INTERNATIONAL INC,USD,1992Q2,1992Q2,2392.0000,,,141.1070,140.7170,0.9900,0.9900,1899.0000,3686.0000,3515.0000,191.0000,1652.0000,3075.0000,51.0000,,338.0000,244.0000,,140.0920,70.0000,,,,0000773840,A,27030094.0000,0.2500,0.2500,53.7500,61.2500,49.7500
001300,1992/09/30,1992,3,INDL,C,D,STD,HON,438516106,HONEYWELL INTERNATIONAL INC,USD,1992Q3,1992Q3,2278.0000,,,141.6370,141.7500,0.9500,0.9500,1953.0000,3401.0000,3504.0000,176.0000,1629.0000,2936.0000,41.0000,,323.0000,392.0000,,140.6450,105.0000,,,,0000773840,A,21873395.0000,0.2500,0.2500,52.0000,56.5000,50.2500
001300,1992/12/31,1992,4,INDL,C,D,STD,HON,438516106,HONEYWELL INTERNATIONAL INC,USD,1992Q4,1992Q4,2386.0000,,,141.8830,142.0110,0.9800,0.9800,1871.0000,3505.0000,5000.0000,174.0000,1529.0000,3052.0000,36.0000,,347.0000,691.0000,,140.9870,143.0000,,115.0000,,0000773840,A,19171192.0000,0.2500,0.2500,60.5000,62.0000,50.0000
001300,1993/03/31,1993,1,INDL,C,D,STD,HON,438516106,HONEYWELL INTERNATIONAL INC,USD,1993Q1,1993Q1,2219.0000,,,141.9400,142.0930,-0.6900,1.0200,1859.0000,3479.0000,4839.0000,204.0000,1532.0000,2901.0000,58.0000,,314.0000,119.0000,,142.0930,41.0000,,,,0000773840,A,21479297.0000,0.2900,0.2900,66.6250,69.1250,57.5000
001300,1993/06/30,1993,2,INDL,C,D,STD,HON,438516106,HONEYWELL INTERNATIONAL INC,USD,1993Q2,1993Q2,2326.0000,,,141.0600,141.2090,1.1800,1.1800,1850.0000,3472.0000,4845.0000,232.0000,1512.0000,3055.0000,65.0000,,336.0000,283.0000,,141.6610,82.0000,,,,0000773840,A,22510694.0000,0.2900,0.2900,66.7500,70.5000,61.7500
001300,1993/09/30,1993,3,INDL,C,D,STD,HON,438516106,HONEYWELL INTERNATIONAL INC,USD,1993Q3,1993Q3,2126.0000,,,141.6770,141.4280,1.1700,1.1700,1846.0000,3192.0000,4783.0000,212.0000,1349.0000,2812.0000,47.0000,,329.0000,441.0000,,141.5710,123.0000,,,,0000773840,A,19375796.0000,0.2900,0.2900,72.8750,74.8750,64.2500
001300,1993/12/31,1993,4,INDL,C,D,STD,HON,438516106,HONEYWELL INTERNATIONAL INC,USD,1993Q4,1993Q4,2333.0000,,,141.9170,141.7500,1.2500,1.2500,1745.0000,3489.0000,4950.0000,262.0000,1343.0000,3059.0000,84.0000,,359.0000,718.0000,,141.6170,162.0000,,130.0000,,0000773840,A,17479394.0000,0.2900,0.2900,79.0000,80.1250,69.7500
001300,1994/03/31,1994,1,INDL,C,D,STD,HON,438516106,HONEYWELL INTERNATIONAL INC,USD,1994Q1,1994Q1,2267.0000,,,284.5290,284.4560,0.6000,0.6000,1744.0000,3433.0000,4888.0000,250.0000,1451.0000,2986.0000,81.0000,,314.0000,111.0000,,284.4560,41.0000,,,,0000773840,A,40081393.0000,0.1700,0.1700,36.5000,40.6875,34.2500
001300,1994/06/30,1994,2,INDL,C,D,STD,HON,438516106,HONEYWELL INTERNATIONAL INC,USD,1994Q2,1994Q2,2398.0000,,,282.7930,283.2640,0.6900,0.6900,1694.0000,3248.0000,4913.0000,289.0000,1531.0000,3187.0000,93.0000,,346.0000,255.0000,,283.8570,87.0000,,,,0000773840,A,34531699.0000,0.1675,0.1675,34.6250,37.6250,33.1250
001300,1994/09/30,1994,3,INDL,C,D,STD,HON,438516106,HONEYWELL INTERNATIONAL INC,USD,1994Q3,1994Q3,2367.0000,,,282.9870,283.0210,0.6700,0.6700,1693.0000,3228.0000,4878.0000,276.0000,1539.0000,3110.0000,87.0000,,325.0000,398.0000,,283.5750,134.0000,,,,0000773840,A,26123094.0000,0.1675,0.1675,34.1250,38.7500,33.6250
001300,1994/12/31,1994,4,INDL,C,D,STD,HON,438516106,HONEYWELL INTERNATIONAL INC,USD,1994Q4,1994Q4,2707.0000,,,283.1320,283.0640,0.7300,0.7300,1743.0000,3391.0000,4948.0000,296.0000,1697.0000,3534.0000,91.0000,,381.0000,639.0000,,283.4460,180.0000,,164.0000,,0000773840,A,36533692.0000,0.1675,0.1675,34.0000,36.0000,30.3750
001300,1995/03/31,1995,1,INDL,C,D,STD,HON,438516106,HONEYWELL INTERNATIONAL INC,USD,1995Q1,1995Q1,2595.0000,,,284.2980,283.7650,0.7000,0.7000,1877.0000,3655.0000,4859.0000,303.0000,1861.0000,3419.0000,105.0000,,358.0000,145.0000,,283.7650,54.0000,,,,0000773840,A,33997391.0000,0.1950,0.1950,39.2500,39.8750,33.3750
001300,1995/06/30,1995,2,INDL,C,D,STD,HON,438516106,HONEYWELL INTERNATIONAL INC,USD,1995Q2,1995Q2,2747.0000,,,283.1600,283.9460,0.8000,0.8000,1921.0000,3830.0000,4870.0000,345.0000,1847.0000,3630.0000,118.0000,,374.0000,320.0000,,283.8560,109.0000,,,,0000773840,A,34985695.0000,0.1950,0.1950,44.5000,44.5000,38.3750
001300,1995/09/30,1995,3,INDL,C,D,STD,HON,438516106,HONEYWELL INTERNATIONAL INC,USD,1995Q3,1995Q3,2647.0000,,,282.8530,283.1050,0.7700,0.7700,1997.0000,3630.0000,4994.0000,322.0000,1780.0000,3499.0000,105.0000,,369.0000,512.0000,,283.6030,163.0000,,,,0000773840,A,31189995.0000,0.1950,0.1950,44.1250,47.1250,43.1250
001300,1995/12/31,1995,4,INDL,C,D,STD,HON,438516106,HONEYWELL INTERNATIONAL INC,USD,1995Q4,1995Q4,2938.0000,,,282.7700,282.9470,0.8300,0.8300,1991.0000,3804.0000,5069.0000,291.0000,1751.0000,3798.0000,58.0000,,402.0000,746.0000,,283.4380,217.0000,,185.0000,,0000773840,A,35864894.0000,0.1950,0.1950,47.5000,49.8750,41.1250
001300,1996/03/31,1996,1,INDL,C,D,STD,HON,438516106,HONEYWELL INTERNATIONAL INC,USD,1996Q1,1996Q1,2844.0000,,,282.7670,282.8500,0.8000,0.8000,2123.0000,3979.0000,4952.0000,342.0000,1832.0000,3778.0000,117.0000,,401.0000,180.0000,,282.8500,65.0000,,,,0000773840,A,47010597.0000,0.2250,0.2250,59.1250,59.2500,47.1250
001300,1996/06/30,1996,2,INDL,C,D,STD,HON,438516106,HONEYWELL INTERNATIONAL INC,USD,1996Q2,1996Q2,2443.0000,,,282.7450,282.7700,0.9600,0.9600,1998.0000,4160.0000,4948.0000,433.0000,1947.0000,3347.0000,161.0000,,366.0000,346.0000,,282.8100,130.0000,,,,0000773840,A,39566594.0000,0.2250,0.2250,57.1250,60.3750,54.2500
001300,1996/09/30,1996,3,INDL,C,D,STD,HON,438516106,HONEYWELL INTERNATIONAL INC,USD,1996Q3,1996Q3,2448.0000,,,282.8010,282.8510,0.9000,0.9000,2041.0000,3912.0000,4993.0000,381.0000,1725.0000,3348.0000,128.0000,,379.0000,497.0000,,282.8240,196.0000,,,,0000773840,A,38697391.0000,0.2250,0.2250,65.8750,66.3750,52.7500
001300,1996/12/31,1996,4,INDL,C,D,STD,HON,438516106,HONEYWELL INTERNATIONAL INC,USD,1996Q4,1996Q4,2632.0000,,,282.8150,282.8490,0.9600,0.9600,1946.0000,3696.0000,4953.0000,397.0000,1661.0000,3498.0000,127.0000,,365.0000,755.0000,,282.8300,262.0000,,221.0000,,0000773840,A,37722395.0000,0.2250,0.2250,67.0000,74.3750,61.8750
001300,1997/03/31,1997,1,INDL,C,D,STD,HON,438516106,HONEYWELL INTERNATIONAL INC,USD,1997Q1,1997Q1,2455.0000,,,283.0120,283.4980,0.9200,0.9200,2050.0000,3556.0000,4972.0000,390.0000,1636.0000,3327.0000,131.0000,,365.0000,146.0000,,283.4980,72.0000,,,,0000773840,A,35046297.0000,0.2600,0.2600,71.2500,76.5000,66.5000
