GVKEY,datadate,fyearq,fqtr,indfmt,consol,popsrc,datafmt,tic,cusip,conm,curcdq,datacqtr,datafqtr,cogsq,cshfdq,cshopq,cshoq,cshprq,epspiq,epspxq,invtq,lctq,lltq,piq,rectq,saleq,txtq,uopiq,xsgaq,capxy,cshfdy,cshpry,dvy,prcpy,txpdy,wcapchy,cik,costat,cshtrq,dvpspq,dvpsxq,prccq,prchq,prclq
002968,2007/06/30,2007,2,INDL,C,D,STD,JPM,46625H100,JPMORGAN CHASE & CO,USD,2007Q2,2007Q2,12703.0000,3521.6000,36.6770,3398.5420,3415.1000,1.2400,1.2400,18300.0000,,,6351.0000,439104.0000,30082.0000,2117.0000,,6961.0000,0.0000,3540.5000,3435.7000,2404.0000,-0.3250,3596.0000,,0000019617,A,868164619.0000,0.3400,0.3400,48.4500,53.2500,47.7000
002968,2007/09/30,2007,3,INDL,C,D,STD,JPM,46625H100,JPMORGAN CHASE & CO,USD,2007Q3,2007Q3,13678.0000,3477.7000,47.0200,3358.8110,3375.9000,1.0000,1.0000,18363.0000,,,5000.0000,459844.0000,28005.0000,1627.0000,,5334.0000,0.0000,3519.6000,3415.8000,3735.0000,-0.4870,4202.0000,,0000019617,A,1532510240.0000,0.3800,0.3800,45.8200,50.4800,42.1600
002968,2007/12/31,2007,4,INDL,C,D,STD,JPM,46625H100,JPMORGAN CHASE & CO,USD,2007Q4,2007Q4,13938.0000,3471.8000,3.6000,3367.3830,3367.1000,0.8800,0.8800,18899.0000,,,4122.0000,491241.0000,28780.0000,1151.0000,,6128.0000,0.0000,3507.6000,3403.6000,5051.0000,-0.6500,7472.0000,,0000019617,A,1521153351.0000,0.3800,0.3800,43.6500,48.0200,40.1500
002968,2008/03/31,2008,1,INDL,C,D,STD,JPM,46625H100,JPMORGAN CHASE & CO,USD,2008Q1,2008Q1,14297.0000,3494.7000,0.0020,3400.8430,3396.0000,0.6700,0.6700,15034.0000,,,3535.0000,510276.0000,26763.0000,1162.0000,,5599.0000,0.0000,3494.7000,3396.0000,1319.0000,-2.9250,502.0000,,0000019617,A,2600745670.0000,0.3800,0.3800,42.9500,49.2900,36.0100
002968,2008/06/30,2008,2,INDL,C,D,STD,JPM,46625H100,JPMORGAN CHASE & CO,USD,2008Q2,2008Q2,11690.0000,3531.0000,0.0070,3435.7480,3426.2000,0.5500,0.5500,,,,2767.0000,524783.0000,26634.0000,764.0000,,7582.0000,0.0000,3438.2000,3411.1000,2663.0000,-5.8500,2264.0000,,0000019617,A,2205559480.0000,0.3800,0.3800,34.3100,49.9500,33.9600
002968,2008/09/30,2008,3,INDL,C,D,STD,JPM,46625H100,JPMORGAN CHASE & CO,USD,2008Q3,2008Q3,14119.0000,3444.6000,0.0240,3726.9470,3444.6000,0.0900,-0.0800,9188.0000,,,-2187.0000,742329.0000,23069.0000,-2133.0000,,6624.0000,0.0000,3446.2000,3422.3000,4027.0000,-8.7750,2831.0000,,0000019617,A,3397444090.0000,0.3800,0.3800,46.7000,49.0000,29.2400
002968,2008/12/31,2008,4,INDL,C,D,STD,JPM,46625H100,JPMORGAN CHASE & CO,USD,2008Q4,2008Q4,15112.0000,3737.5000,0.4620,3732.8010,3737.5000,0.0700,-0.2900,8287.0000,,,-1342.0000,713447.0000,25025.0000,-719.0000,,5979.0000,0.0000,3604.9000,3501.1000,5911.0000,-11.7000,2280.0000,,0000019617,A,4175757810.0000,0.3800,0.3800,31.5300,50.6300,19.6900
002968,2009/03/31,2009,1,INDL,C,D,STD,JPM,46625H100,JPMORGAN CHASE & CO,USD,2009Q1,2009Q1,13155.0000,3758.7000,0.9850,3757.7320,3755.7000,0.4000,0.4000,9441.0000,,,3056.0000,671421.0000,29584.0000,915.0000,,8473.0000,0.0000,3758.7000,3755.7000,1832.0000,-17.8750,718.0000,,0000019617,A,6086090860.0000,0.3800,0.3800,26.5800,31.6400,14.9600
002968,2009/06/30,2009,2,INDL,C,D,STD,JPM,46625H100,JPMORGAN CHASE & CO,USD,2009Q2,2009Q2,11910.0000,3824.1000,0.0010,3924.1350,3811.5000,0.2800,0.2800,19058.0000,,,4072.0000,634499.0000,29502.0000,1351.0000,,7831.0000,0.0000,3791.4000,3783.6000,2681.0000,-35.7500,3837.0000,,0000019617,A,5068854610.0000,0.0500,0.0500,34.1100,38.9400,25.2900
002968,2009/09/30,2009,3,INDL,C,D,STD,JPM,46625H100,JPMORGAN CHASE & CO,USD,2009Q3,2009Q3,11627.0000,3962.0000,,3938.7490,3937.9000,0.8200,0.8000,1971.0000,,,5063.0000,622511.0000,30145.0000,1551.0000,,8234.0000,0.0000,3848.3000,3835.0000,2933.0000,-53.6250,4111.0000,,0000019617,A,2639632530.0000,0.0500,0.0500,43.8200,46.5000,31.5900
002968,2009/12/31,2009,4,INDL,C,D,STD,JPM,46625H100,JPMORGAN CHASE & CO,USD,2009Q4,2009Q4,10521.0000,3974.1000,0.0000,3941.9590,3946.1000,0.7500,0.7500,6424.0000,,,3876.0000,596980.0000,26401.0000,598.0000,,6056.0000,0.0000,3879.7000,3862.8000,3422.0000,-71.5000,5434.0000,,0000019617,A,2255009448.0000,0.0500,0.0500,41.6700,47.4700,40.0373
002968,2010/03/31,2010,1,INDL,C,D,STD,JPM,46625H100,JPMORGAN CHASE & CO,USD,2010Q1,2010Q1,10145.0000,3994.7000,0.0000,3975.3560,3970.5000,0.7500,0.7500,1606.0000,,,4537.0000,675613.0000,30806.0000,1211.0000,,8145.0000,0.0000,3994.7000,3970.5000,253.0000,-6.6620,2228.0000,,0000019617,A,2657088170.0000,0.0500,0.0500,44.7500,46.0500,37.0250
002968,2010/06/30,2010,2,INDL,C,D,STD,JPM,46625H100,JPMORGAN CHASE & CO,USD,2010Q2,2010Q2,6395.0000,4005.6000,3.4920,3975.8110,3983.5000,1.1000,1.1000,1662.0000,,,7107.0000,663647.0000,28133.0000,2312.0000,,8499.0000,0.0000,4000.2000,3977.0000,745.0000,-13.3250,5361.0000,,0000019617,A,3056034580.0000,0.0500,0.0500,36.6100,48.2000,36.5100
002968,2010/09/30,2010,3,INDL,C,D,STD,JPM,46625H100,JPMORGAN CHASE & CO,USD,2010Q3,2010Q3,6327.0000,3971.9000,56.5000,3925.8480,3954.3000,1.0200,1.0200,1898.0000,,,6203.0000,656370.0000,26928.0000,1785.0000,,7545.0000,0.0000,3990.7000,3969.4000,1002.0000,-19.9870,8406.0000,,0000019617,A,2266760810.0000,0.0500,0.0500,38.0600,41.7000,35.1600
002968,2010/12/31,2010,4,INDL,C,D,STD,JPM,46625H100,JPMORGAN CHASE & CO,USD,2010Q4,2010Q4,6553.0000,3935.2000,17.9000,3910.2940,3917.0000,1.1300,1.1300,7135.0000,,,7012.0000,655208.0000,29608.0000,2181.0000,,7616.0000,0.0000,3976.9000,3956.3000,1486.0000,-26.6500,9747.0000,,0000019617,A,2371421350.0000,0.0500,0.0500,42.4200,43.1201,36.2100
002968,2011/03/31,2011,1,INDL,C,D,STD,JPM,46625H100,JPMORGAN CHASE & CO,USD,2011Q1,2011Q1,4711.0000,4014.1000,2.0820,3986.6250,3981.6000,1.2900,1.2900,,,,8057.0000,656246.0000,28763.0000,2502.0000,,9241.0000,0.0000,4014.1000,3981.6000,246.0000,-8.9370,716.0000,,0000019617,A,2102328310.0000,0.0500,0.0500,46.1000,48.3600,42.6450
002968,2011/06/30,2011,2,INDL,C,D,STD,JPM,46625H100,JPMORGAN CHASE & CO,USD,2011Q2,2011Q2,5606.0000,3983.2000,80.3090,3910.1960,3958.4000,1.2800,1.2800,,,,8127.0000,661216.0000,30575.0000,2696.0000,,8504.0000,0.0000,3998.6000,3970.0000,1565.0000,-17.8750,4753.0000,,0000019617,A,1971806760.0000,0.2500,0.2500,40.9400,47.8000,39.2400
002968,2011/09/30,2011,3,INDL,C,D,STD,JPM,46625H100,JPMORGAN CHASE & CO,USD,2011Q3,2011Q3,5754.0000,3872.2000,117.2800,3798.8810,3859.6000,1.0200,1.0200,,,,5818.0000,668503.0000,27106.0000,1556.0000,,7843.0000,0.0000,3956.5000,3933.2000,2626.0000,-26.8120,5770.0000,,0000019617,A,2885802410.0000,0.2500,0.2500,30.1200,42.5500,28.5300
002968,2011/12/31,2011,4,INDL,C,D,STD,JPM,46625H100,JPMORGAN CHASE & CO,USD,2011Q4,2011Q4,5107.0000,3811.7000,27.2020,3772.6910,3801.9000,0.9000,0.9000,3651.0000,,,4747.0000,693485.0000,24394.0000,1019.0000,,7344.0000,0.0000,3920.3000,3900.4000,3895.0000,-35.7500,8153.0000,,0000019617,A,2714301850.0000,0.2500,0.2500,33.2500,37.5400,27.8500
002968,2012/03/31,2012,1,INDL,C,D,STD,JPM,46625H100,JPMORGAN CHASE & CO,USD,2012Q1,2012Q1,3761.0000,3833.4000,5.4730,3822.0230,3818.8000,1.2000,1.2000,1031.0000,,,6981.0000,695096.0000,27987.0000,2057.0000,,9574.0000,0.0000,3833.4000,3818.8000,1024.0000,-7.1500,-467.0000,,0000019617,A,2104152890.0000,0.2500,0.2500,45.9800,46.4900,34.0100
002968,2012/06/30,2012,2,INDL,C,D,STD,JPM,46625H100,JPMORGAN CHASE & CO,USD,2012Q2,2012Q2,3167.0000,3820.5000,28.0710,3796.8370,3808.9000,1.2200,1.2200,839.0000,,,7000.0000,703780.0000,25133.0000,2040.0000,,8507.0000,0.0000,3827.0000,3813.9000,2493.0000,-14.3000,844.0000,,0000019617,A,2935401060.0000,0.3000,0.3000,35.7300,46.3500,30.8300
002968,2012/09/30,2012,3,INDL,C,D,STD,JPM,46625H100,JPMORGAN CHASE & CO,USD,2012Q3,2012Q3,4442.0000,3813.9000,0.0000,3799.5580,3803.3000,1.4100,1.4100,2899.0000,,,7986.0000,697012.0000,27799.0000,2278.0000,,8476.0000,0.0000,3822.6000,3810.4000,3716.0000,-21.4500,1549.0000,,0000019617,A,1766240920.0000,0.3000,0.3000,40.4800,42.0900,33.1000
002968,2012/12/31,2012,4,INDL,C,D,STD,JPM,46625H100,JPMORGAN CHASE & CO,USD,2012Q4,2012Q4,3168.0000,3820.9000,33.5430,3803.9520,3806.7000,1.4000,1.4000,5181.0000,,,6950.0000,707454.0000,26165.0000,1258.0000,,7953.0000,0.0000,3822.2000,3809.4000,5194.0000,-28.6000,2050.0000,,0000019617,A,1444681487.0000,0.3000,0.3000,43.9691,44.5400,38.8300
002968,2013/03/31,2013,1,INDL,C,D,STD,JPM,46625H100,JPMORGAN CHASE & CO,USD,2013Q1,2013Q1,3111.0000,3847.0000,53.5360,3789.7780,3818.2000,1.6100,1.6100,4942.0000,,,9082.0000,703910.0000,27616.0000,2553.0000,,9315.0000,0.0000,3847.0000,3818.2000,1242.0000,-7.6370,349.0000,,0000019617,A,1471184420.0000,0.3000,0.3000,47.4600,51.0000,44.2000
002968,2013/06/30,2013,2,INDL,C,D,STD,JPM,46625H100,JPMORGAN CHASE & CO,USD,2013Q2,2013Q2,2353.0000,3814.3000,23.4330,3769.0180,3782.4000,1.6100,1.6100,4493.0000,,,9298.0000,702423.0000,27517.0000,2802.0000,,8923.0000,0.0000,3830.6000,3800.3000,2727.0000,-15.2750,2684.0000,,0000019617,A,1478126900.0000,0.3000,0.3000,52.7900,55.9000,46.0500
002968,2013/09/30,2013,3,INDL,C,D,STD,JPM,46625H100,JPMORGAN CHASE & CO,USD,2013Q3,2013Q3,1748.0000,3767.0000,13.6230,3759.1890,3767.0000,-0.1700,-0.1700,4827.0000,,,34.0000,706985.0000,25408.0000,414.0000,,8272.0000,0.0000,3820.9000,3789.2000,4274.0000,-22.9120,3018.0000,,0000019617,A,1192315728.0000,0.3800,0.3800,51.6900,56.9300,50.0600
002968,2013/12/31,2013,4,INDL,C,D,STD,JPM,46625H100,JPMORGAN CHASE & CO,USD,2013Q4,2013Q4,2459.0000,3797.1000,5.5030,3756.1080,3762.1000,1.3100,1.3100,12981.0000,,,7500.0000,709924.0000,25018.0000,2222.0000,,7993.0000,0.0000,3814.9000,3782.4000,6056.0000,-30.5500,3502.0000,,0000019617,A,1176832891.0000,0.3800,0.3800,58.4800,58.5500,50.2500
002968,2014/03/31,2014,1,INDL,C,D,STD,JPM,46625H100,JPMORGAN CHASE & CO,USD,2014Q1,2014Q1,2976.0000,3823.6000,6.7330,3784.7130,3787.2000,1.2900,1.2900,765.0000,,,7729.0000,715124.0000,25341.0000,2460.0000,,8811.0000,0.0000,3823.6000,3787.2000,1554.0000,-7.6370,270.0000,,0000019617,A,1198226210.0000,0.3800,0.3800,60.7100,61.4800,54.2000
002968,2014/06/30,2014,2,INDL,C,D,STD,JPM,46625H100,JPMORGAN CHASE & CO,USD,2014Q2,2014Q2,2755.0000,3812.5000,24.7690,3761.2810,3780.6000,1.4700,1.4700,675.0000,,,8555.0000,731657.0000,26741.0000,2575.0000,,8583.0000,0.0000,3818.1000,3783.9000,3360.0000,-15.2750,-739.0000,,0000019617,A,984596384.0000,0.3800,0.3800,57.6200,61.2900,52.9700
002968,2014/09/30,2014,3,INDL,C,D,STD,JPM,46625H100,JPMORGAN CHASE & CO,USD,2014Q3,2014Q3,2576.0000,3788.7000,25.5030,3738.1890,3755.4000,1.3700,1.3700,584.0000,,,7914.0000,728368.0000,26288.0000,2349.0000,,8809.0000,0.0000,3808.3000,3774.4000,5078.0000,-22.9120,453.0000,,0000019617,A,821878332.0000,0.4000,0.4000,60.2400,61.8500,54.9600
002968,2014/12/31,2014,4,INDL,C,D,STD,JPM,46625H100,JPMORGAN CHASE & CO,USD,2014Q4,2014Q4,2729.0000,3765.2000,25.3000,3714.7890,3730.9000,1.2000,1.2000,7776.0000,,,6501.0000,735934.0000,24639.0000,1570.0000,,7866.0000,0.0000,3797.5000,3763.5000,6990.0000,-30.5500,1392.0000,,0000019617,A,973022044.0000,0.4000,0.4000,62.5800,63.4900,54.2600
002968,2015/03/31,2015,1,INDL,C,D,STD,JPM,46625H100,JPMORGAN CHASE & CO,USD,2015Q1,2015Q1,2847.0000,3757.5000,32.5000,3711.0870,3725.3000,1.4600,1.4600,504.0000,,,8224.0000,750120.0000,25954.0000,2310.0000,,8976.0000,0.0000,3757.5000,3725.3000,1770.0000,-9.1000,608.0000,,0000019617,A,1116470010.0000,0.4000,0.4000,60.5800,62.9600,54.2700
002968,2015/06/30,2015,2,INDL,C,D,STD,JPM,46625H100,JPMORGAN CHASE & CO,USD,2015Q2,2015Q2,2765.0000,3743.6000,19.1300,3698.0670,3707.8000,1.5600,1.5600,449.0000,,,8377.0000,777332.0000,25642.0000,2087.0000,,8617.0000,0.0000,3750.5000,3716.6000,3734.0000,-18.2000,5833.0000,,0000019617,A,928225644.0000,0.4000,0.4000,67.7600,69.8200,59.6500
002968,2015/09/30,2015,3,INDL,C,D,STD,JPM,46625H100,JPMORGAN CHASE & CO,USD,2015Q3,2015Q3,2497.0000,3725.6000,19.1000,3681.1300,3694.4000,1.7000,1.7000,415.0000,,,6730.0000,795991.0000,24595.0000,-74.0000,,8285.0000,0.0000,3742.2000,3709.2000,5678.0000,-27.3000,6871.0000,,0000019617,A,1050912466.0000,0.4400,0.4400,60.9700,70.6100,50.0700
002968,2015/12/31,2015,4,INDL,C,D,STD,JPM,46625H100,JPMORGAN CHASE & CO,USD,2015Q4,2015Q4,3181.0000,3704.6000,19.0000,3663.4750,3674.2000,1.3400,1.3400,2047.0000,,,7371.0000,822098.0000,24301.0000,1937.0000,,7640.0000,0.0000,3732.8000,3700.4000,7873.0000,-36.4000,9423.0000,,0000019617,A,895670084.0000,0.4400,0.4400,66.0300,69.0300,58.5300
002968,2016/03/31,2016,1,INDL,C,D,STD,JPM,46625H100,JPMORGAN CHASE & CO,USD,2016Q1,2016Q1,3996.0000,3696.9000,29.1540,3656.6590,3669.9000,1.3600,1.3600,376.0000,,,7578.0000,833319.0000,25411.0000,2058.0000,,8543.0000,0.0000,3696.9000,3669.9000,1946.0000,,447.0000,,0000019617,A,1303234940.0000,0.4400,0.4400,59.2200,64.1300,52.5000
002968,2016/06/30,2016,2,INDL,C,D,STD,JPM,46625H100,JPMORGAN CHASE & CO,USD,2016Q2,2016Q2,3868.0000,3666.5000,45.8560,3611.9820,3635.8000,1.5600,1.5600,352.0000,,,9340.0000,858577.0000,26846.0000,3140.0000,,8677.0000,0.0000,3681.7000,3652.9000,4120.0000,,1261.0000,,0000019617,A,1023252130.0000,0.4400,0.4400,62.1400,66.2000,57.0500
002968,2016/09/30,2016,3,INDL,C,D,STD,JPM,46625H100,JPMORGAN CHASE & CO,USD,2016Q3,2016Q3,3738.0000,3629.6000,35.6070,3578.2640,3597.4000,1.6000,1.6000,409.0000,,,8939.0000,873850.0000,27140.0000,2653.0000,,8568.0000,0.0000,3664.3000,3634.4000,6189.0000,,1810.0000,,0000019617,A,862311142.0000,0.4800,0.4800,66.5900,67.9000,58.7600
002968,2016/12/31,2016,4,INDL,C,D,STD,JPM,46625H100,JPMORGAN CHASE & CO,USD,2016Q4,2016Q4,3577.0000,3606.0000,29.7950,3561.1900,3570.7000,1.7300,1.7300,3057.0000,,,8679.0000,878361.0000,26089.0000,1952.0000,,7829.0000,0.0000,3649.8000,3618.5000,8476.0000,,2405.0000,,0000019617,A,1102836177.0000,0.4800,0.4800,86.2900,87.3900,66.1000
004503,1980/03/31,1980,1,INDL,C,D,STD,XOM,30231G102,EXXON MOBIL CORP,USD,1980Q1,1980Q1,20903.0040,,,437.1880,437.9940,4.4000,4.4000,5887.0000,15456.0040,11899.0000,3427.0010,9106.0000,25809.0080,1444.0000,,1442.0000,,,437.9940,,,,,0000034088,A,26211877.0000,1.2000,1.2000,57.8750,67.7499,52.0000
004503,1980/06/30,1980,2,INDL,C,D,STD,XOM,30231G102,EXXON MOBIL CORP,USD,1980Q2,1980Q2,19945.0040,,,434.8030,436.0260,2.3600,2.3600,6393.0000,15867.0040,13022.0000,2440.0010,8929.0000,24559.0040,1375.0000,,1570.0000,,,436.9840,,,,,0000034088,A,19175195.0000,1.3000,1.3000,66.2499,69.8749,54.5000
004503,1980/09/30,1980,3,INDL,C,D,STD,XOM,30231G102,EXXON MOBIL CORP,USD,1980Q3,1980Q3,20323.0040,,,432.3540,433.5900,3.1300,3.1300,6828.0000,16343.0040,13650.0000,2802.0010,9093.0000,25069.0040,1396.0000,,1580.0000,,,435.8450,,,,,0000034088,A,18379894.0000,1.4000,1.4000,69.7499,73.1249,66.4999
004503,1980/12/31,1980,4,INDL,C,D,STD,XOM,30231G102,EXXON MOBIL CORP,USD,1980Q4,1980Q4,23090.0040,,,432.0810,432.2780,3.1000,3.1000,6549.9100,16884.2030,12965.9650,2604.0010,9848.7660,27706.0080,1213.0000,,2021.0000,,,434.9720,,,,,0000034088,A,16480898.0000,1.5000,1.5000,80.6249,88.7499,68.3749
004503,1981/03/31,1981,1,INDL,C,D,STD,XOM,30231G102,EXXON MOBIL CORP,USD,1981Q1,1981Q1,24143.0040,,,432.1310,432.1080,3.7000,3.7000,7548.0000,17470.0040,14945.0000,2831.0010,10085.0000,28457.0080,1187.0000,,1529.0000,,,432.1080,,,,,0000034088,A,17858991.0000,1.5000,1.5000,68.6249,81.9999,67.7499
004503,1981/06/30,1981,2,INDL,C,D,STD,XOM,30231G102,EXXON MOBIL CORP,USD,1981Q2,1981Q2,21340.0040,,,864.2960,864.2780,2.1100,2.1100,8621.0000,16746.0040,15147.0000,2842.0010,9007.0000,25639.0080,968.0000,,1578.0000,,,864.2450,,,,,0000034088,A,42768677.0000,0.7500,0.7500,34.2500,35.6250,31.8125
004503,1981/09/30,1981,3,INDL,C,D,STD,XOM,30231G102,EXXON MOBIL CORP,USD,1981Q3,1981Q3,21775.0040,,,864.9010,864.4560,1.2500,1.2500,8917.0000,18058.0040,15974.0000,2061.0000,9476.0000,26063.0080,958.0000,,1580.0000,,,864.3240,,,,,0000034088,A,32395395.0000,0.7500,0.7500,31.1250,36.0000,29.6250
004503,1981/12/31,1981,4,INDL,C,D,STD,XOM,30231G102,EXXON MOBIL CORP,USD,1981Q4,1981Q4,22788.0040,,,868.3680,866.7540,1.2300,1.2300,7584.0660,17743.6020,15297.9180,2178.0000,9664.8870,27949.0080,1097.0000,,2197.0000,,,864.9260,,,,,0000034088,A,39303296.0000,0.7500,0.7500,31.2500,33.1250,29.5000
004503,1982/03/31,1982,1,INDL,C,D,STD,XOM,30231G102,EXXON MOBIL CORP,USD,1982Q1,1982Q1,21543.0040,,,869.0820,868.5710,0.9600,0.9600,7787.0000,18567.0040,16263.0000,1433.0000,8637.0000,25337.0040,580.0000,,1777.0000,,,868.5710,,,,,0000034088,A,44026969.0000,0.7500,0.7500,28.1250,31.2500,27.3750
004503,1982/06/30,1982,2,INDL,C,D,STD,XOM,30231G102,EXXON MOBIL CORP,USD,1982Q2,1982Q2,19363.0040,,,869.3490,869.1650,0.9800,0.9800,7295.0000,17403.0040,16206.0000,1637.0000,8070.0000,23469.0040,756.0000,,1829.0000,,,868.8380,,,,,0000034088,A,38348973.0000,0.7500,0.7500,27.7500,29.6250,26.8750
004503,1982/09/30,1982,3,INDL,C,D,STD,XOM,30231G102,EXXON MOBIL CORP,USD,1982Q3,1982Q3,19222.0040,,,866.5040,868.2590,1.1700,1.1700,6868.0000,17425.0040,16812.0040,2040.0000,8323.0000,23727.0040,1003.0000,,1699.0000,,,868.5550,,,,,0000034088,A,55803778.0000,0.7500,0.7500,28.0000,29.8750,24.8750
004503,1982/12/31,1982,4,INDL,C,D,STD,XOM,30231G102,EXXON MOBIL CORP,USD,1982Q4,1982Q4,19640.0040,,,866.0060,865.8410,1.7100,1.7100,5536.2190,16464.7030,16197.6820,2765.0010,8366.0980,24640.0040,1239.0000,,1722.0000,,,867.9590,,,,,0000034088,A,70570688.0000,0.7500,0.7500,29.7500,32.2500,27.1250
004503,1983/03/31,1983,1,INDL,C,D,STD,XOM,30231G102,EXXON MOBIL CORP,USD,1983Q1,1983Q1,17724.0040,,,866.0820,866.0480,1.2200,1.2200,5672.0000,16383.0040,17664.0040,2226.0000,7768.0000,22296.0040,1137.0000,,1546.0000,,,866.0480,,,,,0000034088,A,56823079.0000,0.7500,0.7500,30.8750,31.3750,28.5000
004503,1983/06/30,1983,2,INDL,C,D,STD,XOM,30231G102,EXXON MOBIL CORP,USD,1983Q2,1983Q2,16855.0040,,,866.1970,869.1650,1.2500,1.2500,5314.0000,15166.0040,18204.0040,2114.0000,7470.0000,21307.0040,1011.0000,,1682.0000,,,868.8380,,,,,0000034088,A,48934391.0000,0.7500,0.7500,33.7500,35.7500,30.1250
004503,1983/09/30,1983,3,INDL,C,D,STD,XOM,30231G102,EXXON MOBIL CORP,USD,1983Q3,1983Q3,16929.0040,,,859.3470,868.2590,1.4200,1.4200,5309.0000,15168.0040,18632.0040,2560.0010,7643.0000,21796.0040,1299.0000,,1595.0000,,,868.5550,,,,,0000034088,A,49972184.0000,0.8000,0.8000,36.5000,39.3750,33.8750
004503,1983/12/31,1983,4,INDL,C,D,STD,XOM,30231G102,EXXON MOBIL CORP,USD,1983Q4,1983Q4,17800.0040,,,846.0970,851.5790,1.9000,1.9000,4970.8010,15038.7030,17268.5600,3007.0010,7900.2340,23162.0040,1324.0000,,1533.0000,,,861.3990,,,,,0000034088,A,44802184.0000,0.8000,0.8000,37.3750,39.7500,36.1250
004503,1984/03/31,1984,1,INDL,C,D,STD,XOM,30231G102,EXXON MOBIL CORP,USD,1984Q1,1984Q1,17954.0040,,,836.3340,841.1310,1.7500,1.7500,4979.0000,15381.0000,18914.0000,3179.0000,7998.0000,23361.0040,1658.0000,,1526.0000,1103.0000,,841.1310,674.0000,,,,0000034088,A,46157985.0000,0.8000,0.8000,38.6250,40.0000,36.1250
004503,1984/06/30,1984,2,INDL,C,D,STD,XOM,30231G102,EXXON MOBIL CORP,USD,1984Q2,1984Q2,17456.0040,,,815.2270,826.6680,1.6300,1.6300,5067.0000,15370.0000,18666.0000,2738.0000,7461.0000,22488.0040,1348.0000,,1562.0000,3019.0000,,833.5510,1379.0000,,,,0000034088,A,61755594.0000,0.8500,0.8500,40.7500,43.1250,38.0000
004503,1984/09/30,1984,3,INDL,C,D,STD,XOM,30231G102,EXXON MOBIL CORP,USD,1984Q3,1984Q3,17347.0040,,,798.5750,806.7730,1.5800,1.5800,4987.0000,16033.0000,18775.0000,2274.0000,7660.0000,21854.0040,946.0000,,1562.0000,5276.0000,,824.6710,2067.0000,,,,0000034088,A,63629079.0000,0.8500,0.8500,44.7500,45.3750,38.0000
004503,1984/12/31,1984,4,INDL,C,D,STD,XOM,30231G102,EXXON MOBIL CORP,USD,1984Q4,1984Q4,17898.0040,,,783.0510,790.5000,1.8100,1.8100,4702.0000,15265.0000,17900.0000,2616.0000,7366.0000,23151.0040,1118.0000,,1684.0000,7842.0000,,816.1680,2741.0000,,,,0000034088,A,58011883.0000,0.8500,0.8500,45.0000,45.5000,41.0000
004503,1985/03/31,1985,1,INDL,C,D,STD,XOM,30231G102,EXXON MOBIL CORP,USD,1985Q1,1985Q1,16772.0040,,,766.1040,774.3720,1.7100,1.7100,4778.0000,15433.0040,19928.0040,2713.0000,7507.0000,21717.0040,1345.0000,,1513.0000,1534.0000,,774.3720,661.0000,,,,0000034088,A,57042485.0000,0.8500,0.8500,50.2500,50.8750,44.1250
004503,1985/06/30,1985,2,INDL,C,D,STD,XOM,30231G102,EXXON MOBIL CORP,USD,1985Q2,1985Q2,16208.0040,,,752.4030,759.9910,0.9900,0.9900,4588.0000,15829.0040,20771.0040,1685.0000,7269.0000,21299.0040,888.0000,,1577.0000,3520.0000,,767.3350,1310.0000,,,,0000034088,A,44491496.0000,0.8500,0.8500,53.8750,54.2500,49.2500
004503,1985/09/30,1985,3,INDL,C,D,STD,XOM,30231G102,EXXON MOBIL CORP,USD,1985Q3,1985Q3,15940.0040,,,740.8280,745.8480,1.3300,1.3300,4840.0000,18080.0040,20600.0080,2138.0000,7241.0000,20774.0040,1099.0000,,1593.0000,5786.0000,,760.2340,1944.0000,,,,0000034088,A,44056489.0000,0.8500,0.8500,51.8750,53.8750,48.3750
004503,1985/12/31,1985,4,INDL,C,D,STD,XOM,30231G102,EXXON MOBIL CORP,USD,1985Q4,1985Q4,17037.0040,,,730.5790,735.3990,2.4300,2.4300,4796.0000,19089.0040,19593.0080,3261.0000,7527.0000,22883.0040,1356.0000,,1636.0000,8844.0000,,754.0990,2607.0000,,,,0000034088,A,58053673.0000,0.9000,0.9000,55.1250,55.8750,49.0000
004503,1986/03/31,1986,1,INDL,C,D,STD,XOM,30231G102,EXXON MOBIL CORP,USD,1986Q1,1986Q1,14866.0040,,,723.9290,726.7090,2.3500,2.3500,4648.0000,17043.0040,21049.0040,2936.0000,6434.0000,20468.0040,1135.0000,,1985.0000,1674.0000,,726.7090,654.0000,,,,0000034088,A,68965688.0000,0.9000,0.9000,55.7500,57.1250,48.3750
004503,1986/06/30,1986,2,INDL,C,D,STD,XOM,30231G102,EXXON MOBIL CORP,USD,1986Q2,1986Q2,12141.0000,,,722.1550,722.9490,1.5500,1.5500,4439.0000,15508.0040,21653.0040,1720.0000,5729.0000,16529.0040,568.0000,,1661.0000,3013.0000,,724.9580,1305.0000,,,,0000034088,A,49005583.0000,0.9000,0.9000,60.8750,61.6250,54.1250
004503,1986/09/30,1986,3,INDL,C,D,STD,XOM,30231G102,EXXON MOBIL CORP,USD,1986Q3,1986Q3,11448.0000,,,720.3900,721.3590,1.4600,1.4600,4776.0000,14808.0040,23048.0040,1759.0000,5831.0000,15673.0040,637.0000,,1591.0000,4187.0000,,723.8060,1955.0000,,,,0000034088,A,60259195.0000,0.9000,0.9000,67.2500,71.2500,57.5000
